requested_active_fraction,actual_active_fraction,active_blocks,builder_correct,mlp_correct,counted_mlp_correct,module_boundary_correct,dense_full_median_s,router_only_median_s,torch_builder_median_s,triton_builder_median_s,builder_speedup_vs_torch,routed_generic_median_s,routed_fused_counted_median_s,module_dense_median_s,module_routed_counted_median_s,generic_speedup_vs_dense_full,fused_speedup_vs_dense_full,module_speedup_vs_dense_forward,branch_killed
0.25,0.25,2,True,True,True,True,4.620800167322159e-05,1.551999989897013e-05,4.198399931192398e-05,1.3919999822974206e-05,3.0160919429489983,8.032000064849854e-05,4.896000027656555e-05,5.267199873924255e-05,6.438399851322174e-05,0.5752988209678928,0.9437908785171883,0.8180914506020616,True
0.5,0.5,4,True,True,True,True,4.524800181388855e-05,1.6224000602960586e-05,4.2431998997926714e-05,1.2959999963641166e-05,3.2740740059389064,8.009599894285202e-05,5.0112001597881316e-05,5.2480001002550127e-05,6.358399987220764e-05,0.564922123590377,0.9029374275842453,0.8253648890919957,True
