requested_active_fraction,actual_active_fraction,active_blocks,builder_correct,mlp_correct,counted_mlp_correct,module_boundary_correct,dense_full_median_s,router_only_median_s,torch_builder_median_s,triton_builder_median_s,builder_speedup_vs_torch,routed_generic_median_s,routed_fused_counted_median_s,module_dense_median_s,module_routed_counted_median_s,generic_speedup_vs_dense_full,fused_speedup_vs_dense_full,module_speedup_vs_dense_forward,branch_killed
0.25,0.25,2,True,True,True,True,4.199999943375588e-05,1.476799976080656e-05,4.0032001212239265e-05,1.2591999955475331e-05,3.1791614798118153,7.732800021767615e-05,4.8448000103235245e-05,5.008000135421753e-05,6.0960000380873676e-05,0.5431408974178442,0.8669088371916349,0.8215223267933284,True
0.5,0.5,4,True,True,True,True,4.2911998927593234e-05,1.5039999969303607e-05,3.9855999872088436e-05,1.2303999625146389e-05,3.2392718698261698,7.752000167965888e-05,4.798400029540062e-05,5.083199962973595e-05,5.9887999668717384e-05,0.5535603456888633,0.894298071511692,0.8487843960546931,True
