batch,seq,tokens,active_blocks,actual_active_fraction,correct,attn_median_s,dense_mlp_median_s,routed_mlp_median_s,dense_layer_median_s,routed_layer_median_s,mlp_speedup,layer_speedup,attention_share_dense,branch_killed
1,1024,1024,13,0.40625,True,0.0002181439995765686,0.00013492800295352935,0.00011500799655914306,0.00039644800126552586,0.0003287999927997589,1.173205403018584,1.2057421227103402,0.5502461833083225,False
2,512,1024,13,0.40625,True,0.0002003200054168701,0.00013436800241470336,0.00011420799791812896,0.00037759999930858613,0.0003107039928436279,1.1765200762124057,1.2153046243555223,0.5305084898931967,False
4,256,1024,13,0.40625,True,0.0001918720006942749,0.00013441599905490877,0.00011406399682164194,0.00037059201300144193,0.00030232000350952147,1.178426171275504,1.225826967118867,0.5177445653517858,False
1,2048,2048,27,0.421875,True,0.0004264480024576187,0.0003028479963541031,0.000166655994951725,0.0007544160187244415,0.0006039519906044006,1.8172043342444935,1.2491324318170804,0.5652690185166699,False
